player,position,age,base_salary,signing_bonus,perf_bonus,total_salary,total_cap_hit,adjusted_cap_hit,cap_pct,team,season
Jeff Carter,C,33,"$5,000,000",-,-,"$5,000,000","$5,272,727","$5,272,727",6.85,los-angeles-kings,2018/2019
Jeff Carter,C,34,"$3,000,000",-,-,"$3,000,000","$5,272,727","$5,272,727",8.07,los-angeles-kings,2019/2020
Jeff Petry,D,30,"$4,000,000","$1,000,000",-,"$5,000,000","$5,500,000","$5,500,000",7.6,montreal-canadiens,2018/2019
Jeff Petry,D,31,"$3,000,000","$1,000,000",-,"$4,000,000","$5,500,000","$5,500,000",7.23,montreal-canadiens,2019/2020
Jeff Skinner,LW,26,"$6,000,000",-,-,"$6,000,000","$5,725,000","$5,725,000",7.47,buffalo-sabres,2018/2019
Jeff Skinner,LW,27,"$10,000,000",-,-,"$10,000,000","$9,000,000","$9,000,000",11.81,buffalo-sabres,2019/2020
Jeremy Lauzon,D,22,"$775,000",-,-,"$279,189","$747,500","$269,273",0.35,boston-bruins,2019/2020
Jesper Bratt,LW,20,"$650,000","$82,500","$92,500","$650,000","$749,167","$749,167",1.2,new-jersey-devils,2018/2019
Jesper Bratt,LW,21,"$700,000","$82,500","$42,500","$700,000","$749,167","$749,167",1.19,new-jersey-devils,2019/2020
Jesper Fast,RW,26,"$1,850,000",-,-,"$1,850,000","$1,850,000","$1,850,000",2.49,new-york-rangers,2018/2019
Jesper Fast,RW,27,"$1,950,000",-,-,"$1,950,000","$1,850,000","$1,850,000",2.57,new-york-rangers,2019/2020
Jesperi Kotkaniemi,C,18,"$832,500","$92,500","$2,500,000","$925,000","$925,000","$925,000",1.28,montreal-canadiens,2018/2019
Jimmy Howard,G,34,"$4,250,000",-,-,"$4,250,000","$5,291,667","$5,291,667",7.64,detroit-red-wings,2018/2019
Jimmy Howard,G,35,"$4,000,000",-,"$1,100,000","$4,000,000","$4,000,000","$4,000,000",5.88,detroit-red-wings,2019/2020
Jimmy Schuldt,D,23,"$832,500","$92,500",-,"$112,392","$925,000","$19,892",0.03,vegas-golden-knights,2018/2019
Jimmy Vesey,LW,25,"$2,200,000",-,-,"$2,200,000","$2,275,000","$2,275,000",3.06,new-york-rangers,2018/2019
Jimmy Vesey,LW,26,"$2,350,000",-,-,"$2,350,000","$2,275,000","$2,275,000",2.99,buffalo-sabres,2019/2020
Joakim Nordstrom,LW,26,"$900,000",-,-,"$900,000","$1,000,000","$1,000,000",1.28,boston-bruins,2018/2019
Joakim Nordstrom,LW,27,"$1,100,000",-,-,"$1,100,000","$1,000,000","$1,000,000",1.29,boston-bruins,2019/2020
Joakim Ryan,D,25,"$650,000",-,-,"$650,000","$650,000","$650,000",0.81,san-jose-sharks,2018/2019
Joakim Ryan,D,26,"$725,000",-,-,"$725,000","$725,000","$725,000",1.11,los-angeles-kings,2019/2020
Joe Morrow,D,25,"$1,000,000",-,-,"$1,000,000","$1,000,000","$1,000,000",1.32,winnipeg-jets,2018/2019
Joe Pavelski,LW,34,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",7.47,san-jose-sharks,2018/2019
Joe Pavelski,C,35,"$6,000,000","$2,000,000",-,"$8,000,000","$7,000,000","$7,000,000",9.17,dallas-stars,2019/2020
Joe Thornton,C,39,"$5,000,000",-,-,"$5,000,000","$5,000,000","$5,000,000",6.23,san-jose-sharks,2018/2019
Joe Thornton,C,40,"$2,000,000",-,-,"$2,000,000","$2,000,000","$2,000,000",2.75,san-jose-sharks,2019/2020
Joel Armia,RW,26,"$1,850,000",-,-,"$1,850,000","$1,850,000","$1,850,000",2.56,montreal-canadiens,2018/2019
Joel Armia,RW,27,"$2,800,000",-,-,"$2,800,000","$2,600,000","$2,600,000",3.42,montreal-canadiens,2019/2020
Joel Edmundson,D,25,"$3,000,000",-,-,"$3,000,000","$3,000,000","$3,000,000",3.75,st-louis-blues,2018/2019
Joel Edmundson,D,26,"$3,100,000",-,-,"$3,100,000","$3,100,000","$3,100,000",3.45,carolina-hurricanes,2019/2020
Joel Eriksson Ek,C,21,"$832,500",-,"$425,000","$832,500","$894,167","$778,734",1.03,minnesota-wild,2018/2019
Joel Eriksson Ek,C,22,"$1,450,000",-,-,"$1,450,000","$1,487,500","$1,487,500",1.9,minnesota-wild,2019/2020
Joel Farabee,LW,19,"$832,500","$92,500","$400,000","$808,660","$925,000","$795,680",0.98,philadelphia-flyers,2019/2020
Joel Kellman,C,25,"$832,500","$92,500",-,"$522,196","$925,000","$477,408",0.66,san-jose-sharks,2019/2020
Joey Daccord,G,22,"$832,500","$92,500",-,"$123,832","$925,000","$34,811",0.05,ottawa-senators,2018/2019
Johan Larsson,LW,26,"$1,550,000",-,-,"$1,550,000","$1,475,000","$1,475,000",1.92,buffalo-sabres,2018/2019
Johan Larsson,LW,27,"$1,550,000",-,-,"$1,550,000","$1,550,000","$1,550,000",2.03,buffalo-sabres,2019/2020
John Carlson,D,28,"$5,500,000","$6,500,000",-,"$12,000,000","$8,000,000","$8,000,000",9.85,washington-capitals,2018/2019
John Carlson,D,29,"$5,500,000","$6,500,000",-,"$12,000,000","$8,000,000","$8,000,000",9.84,washington-capitals,2019/2020
John Gibson,G,25,"$3,300,000",-,-,"$3,300,000","$2,300,000","$2,300,000",3.02,anaheim-ducks,2018/2019
John Gibson,G,26,"$6,400,000",-,-,"$6,400,000","$6,400,000","$6,400,000",7.97,anaheim-ducks,2019/2020
John Hayden,C,23,"$700,000",-,-,"$700,000","$750,000","$750,000",1.01,chicago-blackhawks,2018/2019
John Hayden,C,24,"$800,000",-,-,"$800,000","$750,000","$750,000",1.19,new-jersey-devils,2019/2020
John Klingberg,D,26,"$4,500,000",-,-,"$4,500,000","$4,250,000","$4,250,000",5.75,dallas-stars,2018/2019
John Klingberg,D,27,"$5,000,000",-,-,"$5,000,000","$4,250,000","$4,250,000",5.57,dallas-stars,2019/2020
John Marino,D,22,"$832,500","$92,500","$850,000","$925,000","$925,000","$925,000",1.09,pittsburgh-penguins,2019/2020
John Moore,D,27,"$3,250,000",-,-,"$3,250,000","$2,750,000","$2,750,000",3.53,boston-bruins,2018/2019
John Moore,D,28,"$3,250,000",-,-,"$3,250,000","$2,750,000","$2,750,000",3.56,boston-bruins,2019/2020
John Tavares,C,28,"$650,000","$15,250,000",-,"$15,900,000","$11,000,000","$11,000,000",14.5,toronto-maple-leafs,2018/2019
John Tavares,C,29,"$910,000","$14,990,000",-,"$15,900,000","$11,000,000","$11,000,000",13.39,toronto-maple-leafs,2019/2020
Johnny Boychuk,D,34,"$6,500,000",-,-,"$6,500,000","$6,000,000","$6,000,000",8.73,new-york-islanders,2018/2019
Johnny Boychuk,D,35,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",6.98,new-york-islanders,2019/2020
Johnny Gaudreau,LW,25,"$6,750,000",-,-,"$6,750,000","$6,750,000","$6,750,000",8.61,calgary-flames,2018/2019
Johnny Gaudreau,LW,26,"$6,750,000",-,-,"$6,750,000","$6,750,000","$6,750,000",8.83,calgary-flames,2019/2020
Jon Gillies,G,24,"$750,000",-,-,"$8,064","$750,000","$8,064",0.01,calgary-flames,2018/2019
Jon Merrill,D,26,"$1,275,000",-,-,"$1,275,000","$1,375,000","$1,375,000",1.74,vegas-golden-knights,2018/2019
Jon Merrill,D,27,"$1,475,000",-,-,"$1,475,000","$1,375,000","$1,375,000",1.65,vegas-golden-knights,2019/2020
Jonas Brodin,D,25,"$4,750,000",-,-,"$4,750,000","$4,166,666","$4,166,666",5.49,minnesota-wild,2018/2019
Jonas Brodin,D,26,"$5,750,000",-,-,"$5,750,000","$4,166,666","$4,166,666",5.33,minnesota-wild,2019/2020
Jonas Siegenthaler,D,21,"$650,000",-,"$182,500","$335,520","$714,166","$368,640",0.45,washington-capitals,2018/2019
Jonas Siegenthaler,D,22,"$750,000",-,"$82,500","$745,920","$714,166","$710,400",0.87,washington-capitals,2019/2020
Jonathan Bernier,G,30,"$3,000,000","$250,000",-,"$3,250,000","$3,000,000","$3,000,000",4.33,detroit-red-wings,2018/2019
Jonathan Bernier,G,31,"$3,250,000",-,-,"$3,250,000","$3,000,000","$3,000,000",4.41,detroit-red-wings,2019/2020
Jonathan Drouin,LW,23,"$5,500,000",-,-,"$5,500,000","$5,500,000","$5,500,000",7.6,montreal-canadiens,2018/2019
Jonathan Drouin,LW,24,"$5,500,000",-,-,"$5,500,000","$5,500,000","$5,500,000",7.23,montreal-canadiens,2019/2020
Jonathan Ericsson,D,34,"$4,250,000",-,-,"$4,250,000","$4,250,000","$4,250,000",6.14,detroit-red-wings,2018/2019
Jonathan Huberdeau,LW,25,"$6,200,000",-,-,"$6,200,000","$5,900,000","$5,900,000",7.68,florida-panthers,2018/2019
Jonathan Huberdeau,LW,26,"$6,200,000",-,-,"$6,200,000","$5,900,000","$5,900,000",7.38,florida-panthers,2019/2020
Jonathan Marchessault,C,27,"$5,000,000","$2,000,000",-,"$7,000,000","$5,000,000","$5,000,000",6.34,vegas-golden-knights,2018/2019
Jonathan Marchessault,C,28,"$6,000,000",-,-,"$6,000,000","$5,000,000","$5,000,000",6.0,vegas-golden-knights,2019/2020
Jonathan Quick,G,32,"$7,000,000",-,-,"$7,000,000","$5,800,000","$5,800,000",7.54,los-angeles-kings,2018/2019
Jonathan Quick,G,33,"$7,000,000",-,-,"$7,000,000","$5,800,000","$5,800,000",8.88,los-angeles-kings,2019/2020
Jonathan Toews,C,30,"$6,000,000","$6,000,000",-,"$12,000,000","$10,500,000","$10,500,000",14.21,chicago-blackhawks,2018/2019
Jonathan Toews,C,31,"$3,800,000","$6,000,000",-,"$9,800,000","$10,500,000","$10,500,000",15.22,chicago-blackhawks,2019/2020
Jonny Brodzinski,C,25,"$650,000",-,-,"$650,000","$650,000","$650,000",0.84,los-angeles-kings,2018/2019
Joonas Donskoi,RW,26,"$1,900,000",-,-,"$1,900,000","$1,900,000","$1,900,000",2.37,san-jose-sharks,2018/2019
Joonas Donskoi,RW,27,"$4,900,000",-,-,"$4,900,000","$3,900,000","$3,900,000",4.93,colorado-avalanche,2019/2020
Joonas Korpisalo,G,24,"$1,100,000",-,-,"$1,100,000","$900,000","$900,000",1.17,columbus-blue-jackets,2018/2019
Joonas Korpisalo,G,25,"$1,150,000",-,-,"$1,150,000","$1,150,000","$1,150,000",1.48,columbus-blue-jackets,2019/2020
Jordan Binnington,G,25,"$650,000",-,-,"$431,183","$650,000","$431,183",0.54,st-louis-blues,2018/2019
Jordan Binnington,G,26,"$4,550,000",-,-,"$4,550,000","$4,400,000","$4,400,000",5.41,st-louis-blues,2019/2020
Jordan Eberle,RW,28,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",8.73,new-york-islanders,2018/2019
Jordan Eberle,RW,29,"$5,250,000","$2,000,000",-,"$7,250,000","$5,500,000","$5,500,000",6.4,new-york-islanders,2019/2020
Jordan Greenway,LW,21,"$832,500","$92,500","$400,000","$925,000","$916,666","$906,752",1.19,minnesota-wild,2018/2019
Jordan Greenway,LW,22,"$832,500","$92,500","$500,000","$925,000","$916,666","$916,666",1.17,minnesota-wild,2019/2020
Jordan Kyrou,C,21,"$700,000",-,"$182,500","$444,034","$758,333","$481,086",0.59,st-louis-blues,2019/2020
Jordan Martinook,LW,26,"$1,850,000",-,-,"$1,850,000","$1,800,000","$1,800,000",2.87,carolina-hurricanes,2018/2019
Jordan Martinook,LW,27,"$1,850,000",-,-,"$1,850,000","$2,000,000","$2,000,000",2.22,carolina-hurricanes,2019/2020
Jordan Oesterle,D,26,"$650,000",-,-,"$650,000","$650,000","$650,000",0.89,arizona-coyotes,2018/2019
Jordan Oesterle,D,27,"$1,000,000","$200,000",-,"$1,200,000","$1,400,000","$1,400,000",1.79,arizona-coyotes,2019/2020
Jordan Staal,C,30,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",9.57,carolina-hurricanes,2018/2019
Jordan Staal,C,31,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",6.67,carolina-hurricanes,2019/2020
Jordan Weal,C,26,"$1,250,000","$500,000",-,"$768,800","$1,750,000","$376,360",0.52,montreal-canadiens,2018/2019
Jordan Weal,C,27,"$1,300,000",-,-,"$1,300,000","$1,400,000","$1,400,000",1.84,montreal-canadiens,2019/2020
Jordie Benn,D,31,"$1,100,000",-,-,"$1,100,000","$1,100,000","$1,100,000",1.52,montreal-canadiens,2018/2019
Jordie Benn,D,32,"$1,400,000","$1,000,000",-,"$2,400,000","$2,000,000","$2,000,000",2.35,vancouver-canucks,2019/2020
Joseph Anderson,RW,21,"$832,500","$92,500",-,"$370,012","$925,000","$308,326",0.49,new-jersey-devils,2019/2020
Joseph Woll,G,20,"$720,000","$80,000",-,"$134,194","$800,000","$60,214",0.08,toronto-maple-leafs,2018/2019
Josh Anderson,RW,24,"$1,850,000",-,-,"$1,850,000","$1,850,000","$1,850,000",2.41,columbus-blue-jackets,2018/2019
Josh Archibald,RW,25,"$700,000",-,-,"$700,000","$675,000","$675,000",0.92,arizona-coyotes,2018/2019
Josh Archibald,RW,26,"$1,000,000",-,-,"$1,000,000","$1,000,000","$1,000,000",1.24,edmonton-oilers,2019/2020
Josh Bailey,LW,28,"$7,000,000",-,-,"$7,000,000","$5,000,000","$5,000,000",7.28,new-york-islanders,2018/2019
Josh Bailey,LW,29,"$6,000,000",-,-,"$6,000,000","$5,000,000","$5,000,000",5.82,new-york-islanders,2019/2020
Josh Leivo,LW,25,"$925,000",-,-,"$621,625","$925,000","$621,625",0.86,vancouver-canucks,2018/2019
Josh Manson,D,26,"$3,250,000",-,-,"$3,250,000","$4,100,000","$4,100,000",5.38,anaheim-ducks,2018/2019
Josh Manson,D,27,"$4,250,000",-,-,"$4,250,000","$4,100,000","$4,100,000",5.11,anaheim-ducks,2019/2020
Josh Norris,C,20,"$832,500","$92,500","$425,000","$271,540","$925,000","$198,920",0.28,ottawa-senators,2019/2020
Josh Teves,D,23,"$832,500","$92,500",-,"$1,054,298","$925,000","$129,298",0.18,vancouver-canucks,2018/2019
Joshua Brown,D,24,"$650,000",-,-,"$422,895","$675,000","$439,109",0.57,florida-panthers,2018/2019
Joshua Brown,D,25,"$700,000",-,-,"$700,000","$675,000","$675,000",0.84,florida-panthers,2019/2020
Joshua Morrissey,D,23,"$3,150,000",-,-,"$3,150,000","$3,150,000","$3,150,000",4.17,winnipeg-jets,2018/2019
Joshua Morrissey,D,24,"$3,150,000",-,-,"$3,150,000","$3,150,000","$3,150,000",3.9,winnipeg-jets,2019/2020
Jujhar Khaira,LW,24,"$700,000",-,-,"$700,000","$675,000","$675,000",0.83,edmonton-oilers,2018/2019
Jujhar Khaira,LW,25,"$1,100,000",-,-,"$1,100,000","$1,200,000","$1,200,000",1.49,edmonton-oilers,2019/2020
Julien Gauthier,RW,21,"$832,500",-,"$300,000","$205,896","$863,333","$213,532",0.3,new-york-rangers,2019/2020
Julius Honka,D,22,"$832,500",-,"$500,000",-,"$863,333","$863,333",1.17,dallas-stars,2018/2019
Justin Abdelkader,LW,31,"$4,500,000","$500,000",-,"$5,000,000","$4,250,000","$4,250,000",6.14,detroit-red-wings,2018/2019
Justin Abdelkader,LW,32,"$4,250,000","$500,000",-,"$4,750,000","$4,250,000","$4,250,000",6.25,detroit-red-wings,2019/2020
Justin Bailey,RW,23,"$715,000",-,-,"$153,760","$715,000","$153,760",0.22,philadelphia-flyers,2018/2019
Justin Braun,D,31,"$3,800,000",-,-,"$3,800,000","$3,800,000","$3,800,000",4.73,san-jose-sharks,2018/2019
Justin Braun,D,32,"$3,800,000",-,-,"$3,800,000","$3,800,000","$3,800,000",4.69,philadelphia-flyers,2019/2020
Justin Dowling,C,28,"$650,000",-,-,"$108,345","$650,000","$108,345",0.15,dallas-stars,2018/2019
Justin Faulk,D,26,"$6,000,000",-,-,"$6,000,000","$4,833,333","$4,833,333",7.71,carolina-hurricanes,2018/2019
Justin Faulk,D,27,"$6,000,000",-,-,"$6,000,000","$4,833,333","$4,156,666",5.11,st-louis-blues,2019/2020
Justin Holl,D,26,"$650,000",-,-,"$650,000","$675,000","$675,000",0.89,toronto-maple-leafs,2018/2019
Justin Holl,D,27,"$700,000",-,-,"$700,000","$675,000","$675,000",0.82,toronto-maple-leafs,2019/2020
Justin Schultz,D,28,"$4,000,000","$1,000,000",-,"$5,000,000","$5,500,000","$5,500,000",7.19,pittsburgh-penguins,2018/2019
Justin Schultz,D,29,"$5,000,000","$1,000,000",-,"$6,000,000","$5,500,000","$5,500,000",6.47,pittsburgh-penguins,2019/2020
Justin Williams,RW,36,"$4,000,000",-,-,"$4,000,000","$4,500,000","$4,500,000",7.18,carolina-hurricanes,2018/2019
Justin Williams,RW,37,"$700,000",-,"$1,300,000","$331,144","$700,000","$331,144",0.37,carolina-hurricanes,2019/2020
Juuse Saros,G,23,"$1,500,000",-,-,"$1,500,000","$1,500,000","$1,500,000",1.98,nashville-predators,2018/2019
Juuse Saros,G,24,"$1,500,000",-,-,"$1,500,000","$1,500,000","$1,500,000",1.89,nashville-predators,2019/2020
Juuso Riikola,D,25,"$850,000",-,-,"$850,000","$850,000","$850,000",1.0,pittsburgh-penguins,2019/2020
Juuso Valimaki,D,19,"$832,500","$92,500","$425,000","$690,668","$894,166","$567,226",0.72,calgary-flames,2018/2019
Kaapo Kakko,RW,18,"$832,500","$92,500","$2,650,000","$925,000","$925,000","$925,000",1.28,new-york-rangers,2019/2020
Kailer Yamamoto,C,21,"$832,500","$92,500","$230,000","$517,720","$894,166","$456,665",0.57,edmonton-oilers,2019/2020
Karl Alzner,D,31,"$4,625,000",-,-,"$4,625,000","$4,625,000","$4,625,000",6.08,montreal-canadiens,2019/2020
Karson Kuhlman,RW,23,"$650,000","$75,000","$25,000","$263,830","$750,000","$137,088",0.18,boston-bruins,2018/2019
Kasperi Kapanen,RW,22,"$832,500",-,-,-,"$863,333","$863,333",1.14,toronto-maple-leafs,2018/2019
Kasperi Kapanen,RW,23,"$700,000","$3,700,000",-,"$4,400,000","$3,200,000","$3,200,000",3.9,toronto-maple-leafs,2019/2020
Keith Kinkaid,G,29,"$1,300,000",-,-,"$286,549","$1,250,000","$275,600",0.36,columbus-blue-jackets,2018/2019
Keith Yandle,D,32,"$7,500,000",-,-,"$7,500,000","$6,350,000","$6,350,000",8.26,florida-panthers,2018/2019
Keith Yandle,D,33,"$5,750,000",-,-,"$5,750,000","$6,350,000","$6,350,000",7.94,florida-panthers,2019/2020
Kenneth Agostino,LW,26,"$700,000",-,-,"$206,965","$700,000","$206,965",0.33,new-jersey-devils,2018/2019
Kevan Miller,D,30,"$2,500,000",-,-,"$2,500,000","$2,500,000","$2,500,000",3.21,boston-bruins,2018/2019
Kevin Connauton,D,28,"$1,250,000",-,-,"$1,250,000","$1,375,000","$1,375,000",1.87,arizona-coyotes,2018/2019
Kevin Connauton,D,29,"$1,500,000",-,-,"$1,500,000","$1,375,000","$1,375,000",1.74,colorado-avalanche,2019/2020
Kevin Fiala,LW,22,"$832,500",-,"$500,000","$183,516","$863,333","$190,322",0.25,minnesota-wild,2018/2019
Kevin Fiala,LW,23,"$2,500,000",-,-,"$2,500,000","$3,000,000","$3,000,000",3.84,minnesota-wild,2019/2020
Kevin Gravel,D,26,"$700,000",-,-,"$594,554","$700,000","$594,554",0.73,edmonton-oilers,2018/2019
Kevin Hayes,C,26,"$5,175,000",-,-,"$1,140,743","$5,175,000","$1,140,743",1.51,winnipeg-jets,2018/2019
Kevin Hayes,C,27,"$4,000,000","$5,000,000",-,"$9,000,000","$7,142,857","$7,142,857",8.82,philadelphia-flyers,2019/2020
Kevin Labanc,RW,22,"$650,000","$92,500",-,"$742,500","$717,500","$717,500",0.89,san-jose-sharks,2018/2019
Kevin Labanc,RW,23,"$715,000","$285,000",-,"$1,000,000","$1,000,000","$1,000,000",1.38,san-jose-sharks,2019/2020
Kevin Rooney,C,25,"$700,000",-,-,"$342,433","$700,000","$342,433",0.55,new-jersey-devils,2018/2019
Kevin Rooney,C,26,"$700,000",-,-,"$700,000","$700,000","$700,000",1.11,new-jersey-devils,2019/2020
Kevin Shattenkirk,D,29,"$7,000,000","$1,000,000",-,"$8,000,000","$6,650,000","$6,650,000",8.93,new-york-rangers,2018/2019
Kevin Shattenkirk,D,30,"$1,750,000",-,-,"$1,750,000","$1,750,000","$1,750,000",2.13,tampa-bay-lightning,2019/2020
Kevin Stenlund,C,23,"$832,500","$92,500",-,"$416,268","$864,167","$432,078",0.56,columbus-blue-jackets,2019/2020
Kirby Dach,C,18,"$832,500","$92,500","$2,500,000","$756,444","$925,000","$840,437",1.22,chicago-blackhawks,2019/2020
Korbinian Holzer,D,30,"$900,000",-,-,"$793,596","$900,000","$793,596",1.04,anaheim-ducks,2018/2019
Korbinian Holzer,D,31,"$850,000",-,-,"$187,370","$850,000","$850,000",1.07,nashville-predators,2019/2020
Kris Letang,D,31,"$7,250,000",-,-,"$7,250,000","$7,250,000","$7,250,000",9.48,pittsburgh-penguins,2018/2019
Kris Letang,D,32,"$7,250,000",-,-,"$7,250,000","$7,250,000","$7,250,000",8.52,pittsburgh-penguins,2019/2020
Kris Russell,D,31,"$4,500,000",-,-,"$4,500,000","$4,000,000","$4,000,000",4.89,edmonton-oilers,2018/2019
Kris Russell,D,32,"$4,000,000",-,-,"$4,000,000","$4,000,000","$4,000,000",4.97,edmonton-oilers,2019/2020
Kurtis Gabriel,RW,25,"$650,000",-,-,"$401,925","$650,000","$401,925",0.64,new-jersey-devils,2018/2019
Kurtis Macdermid,D,24,"$650,000",-,-,"$139,800","$675,000","$145,160",0.19,los-angeles-kings,2018/2019
Kurtis Macdermid,D,25,"$700,000",-,-,"$700,000","$675,000","$675,000",1.03,los-angeles-kings,2019/2020
Kyle Brodziak,C,35,"$1,100,000",-,-,"$1,100,000","$1,150,000","$1,150,000",1.41,edmonton-oilers,2018/2019
Kyle Clifford,C,27,"$1,800,000",-,-,"$1,800,000","$1,600,000","$1,600,000",2.08,los-angeles-kings,2018/2019
Kyle Clifford,C,28,"$1,900,000",-,-,"$612,900","$1,600,000","$800,000",0.97,toronto-maple-leafs,2019/2020
Kyle Connor,LW,21,"$832,500","$92,500","$850,000","$925,000","$925,000","$925,000",1.22,winnipeg-jets,2018/2019
Kyle Connor,LW,22,"$7,500,000",-,-,"$7,500,000","$7,142,857","$7,142,857",8.84,winnipeg-jets,2019/2020
Kyle Okposo,RW,30,"$3,000,000","$3,000,000",-,"$6,000,000","$6,000,000","$6,000,000",7.83,buffalo-sabres,2018/2019
Kyle Okposo,RW,31,"$3,000,000","$3,000,000",-,"$6,000,000","$6,000,000","$6,000,000",7.87,buffalo-sabres,2019/2020
Kyle Palmieri,RW,27,"$5,000,000",-,-,"$5,000,000","$4,650,000","$4,650,000",7.42,new-jersey-devils,2018/2019
Kyle Palmieri,RW,28,"$5,000,000",-,-,"$5,000,000","$4,650,000","$4,650,000",7.38,new-jersey-devils,2019/2020
Kyle Turris,C,29,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",7.91,nashville-predators,2018/2019
Kyle Turris,C,30,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",7.58,nashville-predators,2019/2020
Landon Bow,G,23,"$675,000","$35,000",-,"$123,386","$697,500","$127,500",0.17,dallas-stars,2018/2019
Lars Eller,C,29,"$4,000,000","$1,000,000",-,"$5,000,000","$3,500,000","$3,500,000",4.31,washington-capitals,2018/2019
Lars Eller,C,30,"$3,000,000","$1,000,000",-,"$4,000,000","$3,500,000","$3,500,000",4.31,washington-capitals,2019/2020
Laurent Brossoit,G,25,"$650,000",-,-,"$650,000","$650,000","$650,000",0.86,winnipeg-jets,2018/2019
Laurent Brossoit,G,26,"$1,225,000",-,-,"$1,225,000","$1,225,000","$1,225,000",1.52,winnipeg-jets,2019/2020
Lawrence Pilut,D,23,"$832,500","$92,500","$425,000","$428,200","$925,000","$372,975",0.49,buffalo-sabres,2019/2020
Lawson Crouse,LW,21,"$832,500",-,"$850,000",-,"$894,167","$894,167",1.22,arizona-coyotes,2018/2019
Lawson Crouse,LW,22,"$750,000","$250,000",-,"$1,000,000","$1,533,333","$1,533,333",1.96,arizona-coyotes,2019/2020
Lean Bergmann,LW,20,"$700,000","$92,500","$132,500","$348,384","$836,667","$305,864",0.42,san-jose-sharks,2019/2020
Leo Komarov,C,31,"$4,000,000",-,-,"$4,000,000","$3,000,000","$3,000,000",4.37,new-york-islanders,2018/2019
Leo Komarov,C,32,"$3,500,000",-,-,"$3,500,000","$3,000,000","$3,000,000",3.49,new-york-islanders,2019/2020
Leon Draisaitl,C,22,"$9,000,000",-,-,"$9,000,000","$8,500,000","$8,500,000",10.4,edmonton-oilers,2018/2019
Leon Draisaitl,C,23,"$9,000,000",-,-,"$9,000,000","$8,500,000","$8,500,000",10.55,edmonton-oilers,2019/2020
Lias Andersson,C,19,"$832,500","$92,500","$850,000","$540,100","$894,166","$480,700",0.65,new-york-rangers,2018/2019
Libor Hajek,D,20,"$832,500","$92,500",-,"$174,564","$833,333","$174,720",0.23,new-york-rangers,2018/2019
Linus Ullmark,G,25,"$800,000",-,-,"$800,000","$750,000","$750,000",0.98,buffalo-sabres,2018/2019
Linus Ullmark,G,26,"$1,325,000",-,-,"$1,325,000","$1,325,000","$1,325,000",1.74,buffalo-sabres,2019/2020
Logan Couture,C,29,"$6,000,000",-,-,"$6,000,000","$6,000,000","$6,000,000",7.47,san-jose-sharks,2018/2019
Logan Couture,C,30,"$6,000,000","$4,000,000",-,"$10,000,000","$8,000,000","$8,000,000",11.01,san-jose-sharks,2019/2020
Logan Shaw,RW,26,"$700,000",-,-,"$523,057","$700,000","$523,057",0.65,winnipeg-jets,2019/2020
Loui Eriksson,RW,33,"$1,000,000","$6,000,000",-,"$7,000,000","$6,000,000","$6,000,000",8.34,vancouver-canucks,2018/2019
Loui Eriksson,RW,34,"$1,000,000","$4,000,000",-,"$5,000,000","$6,000,000","$6,000,000",7.06,vancouver-canucks,2019/2020
Louis Domingue,G,26,"$1,150,000",-,-,"$1,150,000","$1,150,000","$1,150,000",1.47,tampa-bay-lightning,2018/2019
Louis Domingue,G,27,"$1,150,000",-,-,"$964,548","$1,150,000","$1,150,000",1.35,vancouver-canucks,2019/2020
Luca Sbisa,D,29,"$750,000",-,-,"$750,000","$750,000","$661,248",0.82,winnipeg-jets,2019/2020
Lucas Wallmark,C,23,"$650,000",-,-,"$650,000","$675,000","$675,000",1.08,carolina-hurricanes,2018/2019
Lucas Wallmark,C,24,"$700,000",-,-,"$154,283","$675,000","$675,000",0.84,florida-panthers,2019/2020
Lukas Radil,LW,28,"$650,000","$100,000",-,"$568,330","$750,000","$540,288",0.67,san-jose-sharks,2018/2019
Lukas Sedlak,C,25,"$850,000",-,-,"$850,000","$825,000","$825,000",1.07,columbus-blue-jackets,2018/2019
Luke Glendening,C,29,"$1,900,000","$100,000",-,"$2,000,000","$1,800,000","$1,800,000",2.6,detroit-red-wings,2018/2019
Luke Glendening,C,30,"$1,600,000","$100,000",-,"$1,700,000","$1,800,000","$1,800,000",2.65,detroit-red-wings,2019/2020
Luke Kunin,C,20,"$832,500","$92,500","$500,000","$496,836","$925,000","$552,003",0.73,minnesota-wild,2018/2019
Luke Kunin,C,21,"$832,500","$92,500","$600,000","$832,500","$925,000","$925,000",1.18,minnesota-wild,2019/2020
Luke Schenn,D,28,"$800,000",-,-,"$451,605","$800,000","$451,605",0.63,vancouver-canucks,2018/2019
Luke Schenn,D,29,"$700,000",-,-,"$564,450","$700,000","$564,450",0.69,tampa-bay-lightning,2019/2020
Luke Witkowski,D,28,"$800,000",-,-,"$800,000","$750,000","$750,000",1.08,detroit-red-wings,2018/2019
